"species_i","site_i","s_range_size","s_pd","s_nnd","s_mpd","s_vpd","s_spd","s_kpd","s_richness","r_success","r_range_size","r_n_pd","r_n_nnd","r_n_mpd","r_n_vpd","r_n_spd","r_n_kpd","r_n_richness","r_e_pd","r_e_nnd","r_e_mpd","r_e_vpd","r_e_spd","r_e_kpd","r_e_richness","r_ne_pd","r_ne_nnd","r_ne_mpd","r_ne_vpd","r_ne_spd","r_ne_kpd","r_ne_richness"
"Sturnella_neglecta","H",0.163710991352236,-0.673480887762278,-0.623501466284942,-1.30380904000997,2.66327751206462,0.889830810547255,-0.583446574427259,-0.526539121035683,1,-0.8526542514558,-1.25765015199995,-0.595640191283232,-0.363707975905116,0.70739119671513,-0.331785340345971,-0.488548247883357,-1.2240057261386,-0.616979240299244,-0.639401287156832,-0.296373240529443,0.43038034269223,0.290335028919737,-0.502769155314102,-0.569966092306427,-1.11026916918664,-0.657088204305733,-0.455870040726414,0.790960038125199,0.428150990066343,-0.541061186830458,-1.06643131931638
"Sturnus_vulgaris","N",1.478317536517,-0.168378339343961,-0.880008941321789,-1.09624839020219,1.30921190123291,1.0352351902744,-0.582061705603653,-0.250108435494039,1,1.96947439063257,-0.364031102629725,0.031156810766131,-0.312640210441331,-0.43789008598101,-0.18589397794366,-0.297722461023889,-0.437558408327175,-1.45574540469112,-0.419046320246648,-0.29561708780897,0.369921730422507,0.630157061727867,-0.606354253098005,-1.48711022780928,-0.702495811828916,-0.3757960504948,-0.272695220344518,-0.422889950583583,0.430571097451765,-0.411069270252648,-0.78081386240149
"Sturnus_vulgaris","F",1.478317536517,-0.168378339343961,-0.880008941321789,-1.09624839020219,1.30921190123291,1.0352351902744,-0.582061705603653,-0.250108435494039,1,-0.206624803266896,0.968628939753556,-0.759672941752532,-1.6335257152464,1.14656726690779,0.357280947192517,-0.896795767548939,0.990464352961988,0.983612230034528,-0.419046320251963,-0.707629631575079,-0.504565017047003,0.367388285028056,-0.314111753042472,0.974697714856268,1.0185803064464,-0.375796050501585,-1.46996181298529,0.163224536430864,1.07960858950127,-0.656305353307374,1.02308586548204
"Syrmaticus_reevesii","H",-0.709249740014545,-0.888401903006449,-0.133265953649322,1.33959869148323,-0.256684871641442,-1.01429323536751,0.240657446863267,-0.757415686113535,0,-0.8526542514558,-1.26023080710975,-0.783609533818913,1.28257842571227,-0.0843853143162041,-1.31215677334435,1.00250092630854,-1.2240057261386,-0.622597916233533,-0.477351313507743,-0.298732098565406,2.17343089820383,0.227572827965953,-0.600676991067335,-0.594101464293344,-1.11224465318255,-0.450224765954752,0.399703736367067,2.40428411229875,0.00478129323930276,-0.490137138680478,-1.07394756818256
"Syrmaticus_reevesii","N",-0.709249740014545,-0.888401903006449,-0.133265953649322,1.33959869148323,-0.256684871641442,-1.01429323536751,0.240657446863267,-0.757415686113535,0,1.96947439063257,-0.345024299097126,1.41557131465037,1.71249607997709,-0.936688071949936,-1.15333335870965,0.762182573615867,-0.437558408327175,-1.45574540469112,-0.312703351748603,0.117202442038348,1.5068324846067,-0.106417995376378,-0.467655829458825,-1.48711022780928,-0.702495811828916,-0.240044889216662,1.53755535384982,0.22015818193378,-1.28452626271121,0.345419543732724,-0.78081386240149
"Syrmaticus_soemmerringii","H",-0.742825152759421,-1.3282129099723,0.191218185098558,1.35224965250611,-0.680794244408065,-1.1266224983851,0.514356044016019,-1.07940049211897,0,-0.8526542514558,-1.26023080710972,-0.783609533817744,1.28257842571531,-0.0843853143162041,-1.31215677334435,1.00250092630854,-1.2240057261386,-0.622597916233533,-0.477351313507743,-0.298732098561993,2.17343089820395,0.227572827965906,-0.600676991067302,-0.594101464293344,-1.11224465318255,-0.450224765954752,0.399703736370685,2.40428411229887,0.00478129323925513,-0.490137138680448,-1.07394756818256
"Tadorna_ferruginea","F",1.91738062625769,1.04477444236787,-0.630276768396908,1.35405366512992,-0.278101715870023,-1.0929692362533,0.302440995642373,0.874250083225903,0,-0.206624803266896,0.961186274826974,-1.3017805746562,1.0864444647904,1.75805215734244,-0.986149331708443,0.0494975009573993,0.990464352961988,0.983612230034528,-0.73855468360655,1.68333098180703,0.00694553512653284,-1.96779740251648,0.820064859100884,0.974697714856268,1.0185803064464,-0.783661581961335,1.52281171759832,0.778383200389455,-1.36171966850329,0.343968821224416,1.02308586548204
"Tadorna_tadorna","F",0.400030242595018,0.195591016210289,-0.630276768396908,1.30680166415484,0.0389717383489907,-0.849896608532274,0.0910710385406103,0.0956887516629228,0,-0.206624803266896,0.961186274826969,-1.30178057465635,1.08644446479,1.75805215734244,-0.986149331708443,0.0494975009573993,0.990464352961988,0.983612230034528,-0.73855468360655,1.68333098180658,0.00694553512651132,-1.96779740251648,0.820064859100895,0.974697714856268,1.0185803064464,-0.783661581961335,1.52281171759784,0.778383200389444,-1.36171966850329,0.343968821224418,1.02308586548204
"Taeniopygia_guttata","F",-0.0803564320624413,-0.418287257237929,-0.16174671652604,-0.957309836518249,0.573385580995114,0.860781930399837,-0.54315783472309,-0.568987278740579,0,-0.206624803266896,0.975219578911768,-0.279625025053704,-1.77789042583711,1.4919959917117,0.352581253783167,-0.914482949443969,0.990464352961988,0.983612230034528,-0.249759457306703,-0.961430007964201,-0.0212807476832048,0.217928004782339,-0.378426308810844,0.974697714856268,1.0185803064464,-0.15969442612033,-1.67784876157427,0.620981237918625,1.00652379497085,-0.672781245755527,1.02308586548204
"Tauraco_corythaix","F",-0.753156048988614,-0.705261518595747,4.3339801694716,0.178769706500802,-1.12108770263407,1.19734990331423,-0.358853065563599,-0.773980820827641,0,-0.206624803266896,0.992903056059857,1.00840124408495,-0.129981098642557,-0.764930555990995,0.742781931216376,-0.52272093231759,0.990464352961988,0.983612230034528,0.185403557207855,0.708951157177948,-1.58148067521917,-0.64105186353736,2.46542935858111,0.974697714856268,1.0185803064464,0.395809011483374,0.221061806372098,-1.5489231600821,0.787399790231075,0.931237355418259,1.02308586548204
